document_id,clean_text,sentiment
1054,wondering abolitionist candidate denied participation tonight mayoral debate,Neutral
1055,share repost tweet gone forgotten live voice nd edition let u never forget order copy everyone,Positive
1056,let putin russian agent take america,Neutral
1057,say bag put yo money money wall available size color option yesterday price today price,Positive
1058,glenn youngkin never supported movement racism white supremacism antithesis everything believe,Neutral
1059,glenn youngkin never supported movement racism white supremacism antithesis everything believe,Neutral
1060,ding ding ding amp ding ding ding ding ding ding ding ding,Neutral
1061,justice community join u making comment wed feb police commission meeting week instruction please email comment sure able please call make spoken comment,Positive
1062,omg overturned,Neutral
1063,wrote side building family,Neutral
1064,hmmm eritrean force tigray invaded tigray committed egregious human catastrophe relatable u r e l e r e amp p u r e l k n w unfolding selective concern failure leadership,Negative
1065,look like got taste,Neutral
1066,another reason celebrate,Neutral
1067,back news strangeness fear though possible solution odd project working short video,Negative
1068,tomorrow morning continuing recognize black history month spotlight series black white sister actor humanitarian founder,Negative
1069,everything wrong,Negative
1070,love peep ed live one free country world imagine protest hot tub,Positive
1071,ok know like twitter following see please consider donating soul camp good friend joyce organizing,Positive
1072,sun jun seattle washington arrest man yell police police retaliate crowd watch,Negative
1073,click stay updated,Neutral
1074,loved first episode wait see episode stay strong bubba,Positive
1075,yes please consider updated,Neutral
1076,said separate issue agreed medical condition disability please misinterpret people come separate hashtag conflate specifically address police killing black people,Negative
1077,sense closure love light mr wanda cooper jones,Positive
1078,honoring another black officer many livid chief moore kneeling protest brutalized people protesting police violence,Positive
1079,whoaaaa,Neutral
1080,eminem lose remix pac notorious b g method man via,Neutral
1081,defund dearing police,Neutral
1082,herd recent story basically believe cause witness first hand stand black kid wanting kick another black kid as black white,Negative
1083,victor white iii,Neutral
1084,racism visceral experience dislodges brain block airway rip muscle extract organ crack bone break teeth must never look away,Neutral
1085,black history,Negative
1086,lawd speakkk aunty,Neutral
1087,fuck,Negative
1088,new music alert bell toll called new anthem make go viral,Positive
1089,new music alert bell toll called new anthem make go viral,Positive
1090,new music alert bell toll called new anthem make go viral,Positive
